speaker,text,date,candidate,year,type
MODERATOR,"senator thompson, there are still millions of children that were born here in the united states that at least have one undocumented parent. the (inaudible) have separated them from the parents, and they are american citizens. do these children have the right not to be separated from their parents? (applause)",12/9/2007,0,2008,Republican
THOMPSON,"well, congratulations. that's the first question that's got applause tonight, so it must be a very good one. (laughter) the -- our courts have ruled that such children, such babies born here are united states citizens. that's part of the 14th amendment as has been interpreted by the courts, as i understand it. that's for starters. i believe that the concentration should not be on the concern of waiting until that child grows up and serves as an anchor baby, as we hear so much talk about. i believe the concern should be chain migration. right now, we have a situation where people can bring in spouses, children, brothers, sisters, fathers, mothers and so forth. i think that people should be able to serve as a basis for the bringing in of their spouses and of their children, but i do not think there should be endless chain migration. so i think that is the issue to focus on, and not innocent children who are born here not of their own accord and who our courts have said our united states citizens. (applause)",12/9/2007,1,2008,Republican
MODERATOR,"senator mccain, the same question. the american children, do they have the right not to be separated from their parents because of (inaudible)?",12/9/2007,0,2008,Republican
MCCAIN,"when we failed to pass immigration reform through the congress of the united states it was a colossal failure. and, as a result of that, we have all kinds of different problems -- the problem you talk about, people who have been here for many years, people who have not been here a very long time. we have cities and towns and others declaring sanctuaries; others the opposite. and because of our failure at the federal level, we have had this incredible problems which are spawned by it, because we failed. the message of our failure is they want the border secured first. and we must secure the borders first, and then we move on to all of these other issues which many of them are heart wrenching and humanitarian. very tough decisions. but once we secure the borders, i'm convinced the american people will proceed with issues like this in a humanitarian and compassionate fashion. but until we get the borders secured, the lesson we learned was that they aren't ready to address almost any other aspect of this issue. and i regret that. but, as president of the united states, i will secure the borders...",12/9/2007,1,2008,Republican
MODERATOR,thank you.,12/9/2007,0,2008,Republican
MCCAIN,"... have the governors certify it, and then we'll move forward with all of these issues. (applause)",12/9/2007,1,2008,Republican
MODERATOR,"governor romney, we would like to know -- see what your opinion -- what's going to happen to the children who are being separated from their families?",12/9/2007,0,2008,Republican
ROMNEY,"we're going to finally have a system that welcomes people here legally, and that says that those that have come here illegally are invited to get in line with everybody else. and the constitution, as senator thompson has indicated, indicates that those that are born here do become united states citizens by virtue of being born here. but if they're born here from parents who come across the border illegally and bring them here illegally, in my view, we should not adopt, then, these chain migration policies that say, you've got a child here that's a u.s. citizen, and the whole family can come in. that, in my opinion, is a mistake. we are a nation of laws. and you're correctly going through each part of immigration policy here. but let's underscore this one more time: we are, in this audience, almost every person here, an individual who came to this country because it's a land of opportunity and liberty. we also, because we have laws, can have opportunity and liberty. we're going to enforce the laws. welcoming people here -- we're not going to cut off immigration; we're going to keep immigration alive and thriving. but we're going to end the practice of illegal immigration. it's not inhumane. it's humanitarian. it's compassionate. we're going to end illegal immigration to protect legal immigration.",12/9/2007,1,2008,Republican
MODERATOR,thank you.,12/9/2007,0,2008,Republican
ROMNEY,thank you. (applause),12/9/2007,1,2008,Republican
MODERATOR,"the vast majority of hispanics, four out of five, are either legal residents or american citizens. many of them feel affected by the negative tone of the immigration debate. how would you -- what would you do to curb this anti-hispanic sentiment? first of all, congressman hunter...",12/9/2007,0,2008,Republican
HUNTER,"you know, i represent a district in san diego, california and imperial county, california, and that county for many, many years is a majority hispanic and two-to-one democrat. and i'm known as the guy who built the double-border fence that lowered the crime rate so dramatically, that stopped all the drug trucks from coming through, that stopped the smuggling of people and narcotics by more than 90 percent. you know what you do? you look people in the eye and you talk to them frankly. i would say this: i got more votes from the hispanic community -- known as the guy who built the border fence -- from the hispanic community, than anybody running for office, whether it was president clinton on a presidential year, or one of the local or the state assemblyman or u.s. senators. that means that the hispanic community in the united states does not agree with the idea of having open borders. they do agree with the idea of having order on the border and having a regulated system where this lady of freedom standing behind me, the statue of liberty, says: come in, but follow the rules. (applause)",12/9/2007,1,2008,Republican
MODERATOR,"mayor giuliani, how would you stop that anti-hispanic sentiment that affects legal residents in american (inaudible)?",12/9/2007,0,2008,Republican
GIULIANI,"well, i think the entire group of questions and answers indicates the fact that this is a situation in which none of us have been perfect, all of us have been struggling with this for quite some time. and the reason is we really haven't followed the advice of a great man, father hesburgh, who said, ""we must close the back door of illegal immigration in order to preserve the front door of legal immigration."" and the question is not what mistakes were made in the past by any of us. the real question is: who can fix it? how can we fix this? and the way we fix it by ending illegal immigration, setting up a new rule -- this is not a harsh rule, this isn't a cruel rule, it isn't a difficult one -- if you want to come into the united states, you have to identify yourself. after all, every other country, just about, requires you to identify yourself when you come in. we'll make it impossible through technology, through a borderstat system, through all the things we have to do, make it impossible to come in illegally, so people don't hurt themselves as well as hurt us. it's no picnic to be living as an illegal immigrant. it's a terrible way to live. and even promoting that from the point of view of the illegal immigrant makes no sense. so we've got end illegal immigration at the border, which is the only place you can end it. and then we have to set up a sensible, secure system of coming in with a tamper-proof id card...",12/9/2007,1,2008,Republican
MODERATOR,"thank you, mayor.",12/9/2007,0,2008,Republican
GIULIANI,... and allow people to do that.,12/9/2007,1,2008,Republican
MODERATOR,"thank you, mayor. (applause) governor huckabee, how can we curb that anti-hispanic sentiment?",12/9/2007,0,2008,Republican
HUCKABEE,"well, i was governor of the state that is the second- fastest growing state for hispanics in the country, and we faced that. quite frankly, when we fix the situation and make the border secure and people are here legally, a lot of the sentiment goes away. and i think we forget sometimes that it's not just that it's the people feeling that the illegals are coming in such great numbers that we can't deal with it. but it's a terrible thing when a person who is here legally, but who may speak with an accent, is racially profiled by members of the public, and people assume that they may be illegal. it is in everybody's best interest -- it is in most of all the best interest of the legal immigrants -- that we fix this problem, so nobody questions the legitimacy of their being here, which often happens, unfairly, unnecessarily and, frankly, in a completely un- american manner. (applause)",12/9/2007,1,2008,Republican
MODERATOR,thank you. representative paul?,12/9/2007,0,2008,Republican
PAUL,"on a negative tone -- well, one thing is, if we want to prevent more negative tone, we won't be working on a tamper-proof id. because how can you have a tamper... (applause) how can you have a tamper-proof id for illegals or immigrants, without doing it to everybody else? that's going to lead to a national id card, which i absolutely oppose. (applause) but we have to realize where the resentment comes from. i believe it's related to our economy. when the economy is weakening and there's resentment because of our welfare system; jobs are going overseas; our good jobs -- pay is going down. there's a lot of resentments because the welfare system is based on mandates from the federal government to put pressure on states like florida and texas to provide services which the local taxpayers resent. some of our hospitals are closing. so it's an economic issue, too. if we deal with the welfare state and a healthy economy and a sound -- money and all this wasteful spending overseas, we would have a healthy economy; i think this problem would be greatly reduced. (applause)",12/9/2007,1,2008,Republican
MODERATOR,"thank you, congressman. thank you. we're going to have a break and we'll be right back with other important issues in this republican forum. (commercial break) it's the presidential forum, the republican one. we're going to talk about something else. now we're going to talk about latin america. a week ago, exactly a week ago, venezuela rejected changes to the constitution, but the president, hugo chavez... (applause) president hugo chavez has insisted that he's going to propose them again. many consider him a threat to democracy in the region. if you were elected president, how would you deal with chavez? let's start with congressman john paul -- ron paul, sorry.",12/9/2007,0,2008,Republican
PAUL,"well, he's not the easiest person to deal with, but we should deal with everybody around the world the same way: with friendship and opportunity to talk and try to trade with people. (audience booing) we talked to -- we talked to stalin, we talked to khrushchev, we've talked to mao, and we've talked to the world, and we get along with people. actually, i believe we're at a time where we even ought to talk to cuba and trade and travel to cuba. (audience booing) (applause) but let me -- let me tell you -- let me tell you why -- let me tell you why we have a problem in south america and central america: because we've been involved in their internal affairs for so long. we have been meddling in their business. (applause) we create the chavezes of the world, we create the castros of the world by interfering and creating chaos in their countries, and they respond by throwing out their leader. (audience booing) (applause)",12/9/2007,1,2008,Republican
MODERATOR,"thank you, congressman. governor huckabee, the same thing: how would you deal with president chavez? he was elected democratically.",12/9/2007,0,2008,Republican
HUCKABEE,"well, hugo chavez is hardly the friend of the united states. and even though we get 60 percent of their oil, i think it's one of the major reasons we need to become increasingly oil-free and energy-independent so that we don't have to worry about mr. chavez. (applause) but there's a greater issue here, and it's the fact that the people of venezuela aren't hugo chavez and hugo chavez is not necessarily the spirit of the people of venezuela. (applause) even though he was elected, he was not elected to be a dictator as he has become, suspending constitutional law. my mother used to have a statement: if you give somebody enough rope, they'll hang themselves. i have a feeling that mr. chavez, continuing to take power from the people as he has done, will find himself unfortunately out of power, and hopefully for all of us, fortunately a democratically elected government there that will give those people back the freedom that he has robbed from them and hopefully by then we won't need their oil, but they will have their freedom. (applause)",12/9/2007,1,2008,Republican
MODERATOR,"thank you, governor. mayor giuliani, the same question.",12/9/2007,0,2008,Republican
GIULIANI,"i actually agree with the way king juan carlos spoke to chavez. (applause) that would be the way i would do it. (applause) far better than what congressman paul wants to do. but the reality is that chavez is acting... (audience booing) chavez is acting like a dictator. and he should be treated that way. luckily, he lost the vote recently. it shows the great hope that governor huckabee is talking about, that there's a hope that the people of his country understand the need for free markets, understand the need for freedom, real free elections. there's a counter-movement going on in latin america. you can see it in colombia. you can see it in panama. you can see it in mexico. i think president calderon was elected -- not that i'm an expert on mexican politics -- but i think chavez had something to do with that. i think the people in mexico were sending a signal, that's not the direction they want to go in. they don't want to go in the direction that castro wanted to take latin america. they don't want to go toward socialism and communism. they want to go to free markets, they want to go to freedom. i think it's the essential nature of the people of latin america, and i think chavez is going in actually the opposite direction, kind of a repeat of what castro tried to do, and it's a disgrace, and we should stand against it.",12/9/2007,1,2008,Republican
MODERATOR,"thank you, mayor. thank you, mayor. (applause) when talking about cuba, cuban dictatorship has survived nine u.s. presidents. what would you do differently, that has not been done so far, to bring democracy to cuba? we're going to start with senator thompson.",12/9/2007,0,2008,Republican
THOMPSON,"i'm going to make sure that he didn't survive 10 u.s. presidents. (laughter) castro is unique in many respects. he represents the only non-democratic, at least, elected government in the hemisphere. he is uniquely brutal. he is still tyrannizing his own people. he lures the vulnerable and the naive americans down there and puts on shows for them and they come back and do his propaganda. there are not many people who can pull that sort of thing off. he's obviously in bad health. that situation, probably, is in god's hands. he will probably be succeeded by someone who's no better than him, and that is raul. and we should treat raul with the same contempt that we show castro, including keeping the embargo on cuba. (applause)",12/9/2007,1,2008,Republican
MODERATOR,"governor romney, what would you do differently that has not been done so far?",12/9/2007,0,2008,Republican
ROMNEY,"well, first of all, you've got to think about who castro is, and who raul castro is as well. we call them strongmen -- dictators, authorative totalitarian leaders. and yet these are individuals who are not strong. look at what they have done? brothers to the rescue. they shoot a small aircraft out of the sky. people wearing a wristband that says ""change,"" are arrested -- 25 of them just for wearing a wristband; a catholic church is edited and people are terrified because a priest is just speaking his sermon. these people, these castro brothers are cowards, and we have to recognize they are cowards. (applause) and for that reason, the course for america is to continue our isolation of cuba. it is not to say, as barack obama on the democratic side said, that he would dignify the castros with a personal visit to cuba. that's not the way to go. instead, it's to bring our friends together to isolate cuba, to put together a strategy that helps all of latin america, weakens hugo chavez who is propping up castro. we need a latin american policy that frees cuba and that eliminates a threat of people like hugo chavez. (applause)",12/9/2007,1,2008,Republican
MODERATOR,"thank you. governor? senator mccain, the same question. what would you do differently?",12/9/2007,0,2008,Republican
MCCAIN,"first of all, could i again congratulate the people of venezuela for rejecting this dictator's attempt to become a president for life? and i also would like to echo the words of prince juan carlos, ""por que no te callas?"" ""why don't you shut up?"" i'm pleased to have the support of ileana ros-lehtinen, mario and lincoln diaz-balart, who advise me and know these issues, and mel martinez, every day. my friends, tonight our thoughts and prayers go out to dr. bucet (ph), who fights for freedom, who is now in prison, because dr. bucet (ph) resisted and fought against a state-controlled and state-mandated abortion. god bless him and those students who wore this bracelet called cambio, who are now under arrest today. (applause) of course we need to keep our embargo up. of course we cannot allow economic aid to flow to cuba. and if i were president of the united states, i would order an investigation of the shoot-down of those brave cubans who were killed under the orders of raul and fidel castro, and, if necessary, indict them. (applause) thank you very much.",12/9/2007,1,2008,Republican
MODERATOR,"thank you. the next question, of course, if regarding iraq. congressman hunter, surveys show that two out of three hispanics think that the united states should withdraw its troops from iraq. how would you convince them of the fact that they should stay there -- the troops should stay there?",12/9/2007,0,2008,Republican
HUNTER,"well, you know, there's lots of hispanic americans serving in iraq. and my son came back from his third tour as a u.s. marine on thanksgiving, having served in iraq twice and afghanistan. (applause) and, you know, if you check with the hispanics of the 1st marine division or the 10th army division of the 1st cavalry, you'll get a lot different poll than the poll that you're telling me right now, because the young men and women who are serving over there know we can win in iraq. (applause) and let me tell you what they've done. with blood, sweat and tears they have brought down the attack rate in anbar province by 80 percent. they brought it down over the entire nation. the iraqi army is now standing up, all 131 battalions. that government's going to hold and the army's going to hold, and we are going to leave iraq in victory, and we're going to leave an iraq that will be a friend, not an enemy of the united states. (applause) so we're going to be victorious in iraq, and hispanic americans who serve there know that. (applause)",12/9/2007,1,2008,Republican
MODERATOR,"mayor giuliani, how to convince hispanics that the troops should stay in iraq?",12/9/2007,0,2008,Republican
GIULIANI,"well, i think hispanics -- all americans -- should look at what's the strategic goal that's a victory for america. the strategic goal in iraq has to be an iraq that's stable and an iraq that will act as an ally for us in the islamic terrorist war against us. the opposite -- fleeing iraq, running out of iraq, giving into the kind of frustrations that the democrats are portraying, having a declaration of loss in iraq, will only help the islamic terrorists and will hurt us. and i think we should give our troops a chance to succeed in iraq. how about our goal in iraq is victory, winning, being successful there, and being successful to the extent of having a stable government and a government that will act as an ally for us? every indication that we get from the men and women in the field and from their commanders is that we have a chance to achieve that. it's not guaranteed. things and matters of war and peace are never guaranteed. but why not give them a chance to have this kind of success? after all, it will make us all safer, republicans, democrats, hispanics, non-hispanics. this is what's good for america. and that's what we should be for. (applause)",12/9/2007,1,2008,Republican
MODERATOR,"senator mccain, why should the troops be kept there?",12/9/2007,0,2008,Republican
MCCAIN,"because we are succeeding. and years ago, when the rumsfeld strategy was failing, i was the only one on this stage that said it has to change. (applause) i was the only one on this stage that said we have to pursue a new strategy... (applause) ... that senator edwards and others used to call the strategy and the surge. they don't do that anymore. and it was tough in those days, when i said that rumsfeld had to go, and i had no confidence in him. and i was accused of disloyalty. republicans went to iraq and blamed it on the media. it wasn't the media. we had a failed strategy. now we have a successful strategy. we can succeed. we will succeed. and i often like to tell my friends of the time, last fourth of july, when i saw 128 brave americans, most of them hispanic, who had a green card, who raised their hands to become citizens of the united states. two weren't there because they'd been killed in combat the week before. i was never (sic) proud of our hispanic citizens who were willing to lay down their live to become citizens of this country. they will succeed and i will honor their memory. (applause)",12/9/2007,1,2008,Republican
MODERATOR,"governor huckabee, why not withdraw the troops from iraq?",12/9/2007,0,2008,Republican
HUCKABEE,"because we are winning, as senator mccain just said. civilians deaths are down 76 percent since the surge. even the military deaths are down over 60 percent. and that's not the only way we know we're winning. we're winning because we see in the spirit of our own soldiers a sense of duty and honor that they are being able to carry out a mission that they were sent there to do. to take them out of it not only means we lose, but it means we totally destroy their sense of morale, and it may take a generation to get it back. but there's more at stake than just their morale. it's the safety and the security of the middle east and the rest of the world. this isn't an issue that's about hispanics or anybody else in terms of ethnicity. this is about every one of us being able to be free, to have a future, and to be able to know that we're not going to allow a vacuum there, which happens if we lose -- and we lose when we walk away -- to create an opening so that terrorists can build even greater cells of training and empowerment there. that's why we have to stay. and it's why we have to win. (applause)",12/9/2007,1,2008,Republican
MODERATOR,"governor romney, for how long would we need to leave our troops in iraq?",12/9/2007,0,2008,Republican
ROMNEY,"let's talk about our mission there. this is not just about strategy and allies. it's not about oil. it's not about just the economy. it's not just about standing up for the fact that we've been there for a long time. it's about human lives. what we're doing in iraq relates to protecting the lives of american citizens, here, around the world. it relates to lives throughout the world. it relates to dignity and freedom. we're in iraq because we want to make sure that iraq does not become what afghanistan was. what afghanistan was under the taliban was a place that they could recruit and train and launch attacks against us on 9/11, and other attacks throughout the world. the khobar towers, our embassies in africa, the uss cole -- they were launching attacks. the last thing america could stand for, the last thing we could do with the human lives that are so precious, would be to have iraq become an afghanistan. fortunately, the surge is working. it's going to keep that from happening. we're going to have stability and security there and american lives will be saved by virtue of the extraordinary sacrifice of american servicemen. (applause)",12/9/2007,1,2008,Republican
MODERATOR,"thank you, governor. senator thompson, for how long?",12/9/2007,0,2008,Republican
THOMPSON,"the central point needs to be made, and all my colleagues are i think implying it, but i think it needs to be set out in a straightforward manner. we have yet to fully come to terms with the fact that iraq and afghanistan are part of a global conflict, a war by islamic fascism that's been declared upon us, of which iraq and afghanistan are current fronts. they are intent on bringing down western civilization, and we're the number one target. it's just that simple. if we leave iraq with our tail between our legs, we are going to enhance their ability to recruit young people who, they too, can help bring down parts of america and maybe america itself. we will leave an opening for iran, as it, i still believe, continues to pursue a nuclear capability. and it will provide a sanctuary for terrorists that does not exist anywhere in the world today. all of this would make for a much more dangerous united states of america. that's why we must prevail. and i agree with my colleagues. i believe that we are. (applause)",12/9/2007,1,2008,Republican
MODERATOR,"thank you. congressman paul, you have a different point of view among all of them, don't you?",12/9/2007,0,2008,Republican
PAUL,"i do. (applause) i definitely have a different point of view, because we weren't justified in going over there. we did not declare the war. and i would say to the hispanics that believe we ought to come home, i would say: let's come home as soon as possible. (applause) you might ask the question, why is it that i have a different view point on foreign policy. because i adhere to the constitution and the advice of the founders to stay out of the entangling alliances, the internal affairs of other nations. why is it then that i get the most money as a candidate for the presidency from active military personnel? they're tired of it too. (applause) we already have a de facto draft. these men who have fought valiantly are called up time and time again. their services are extended from 12 months to 15 months. they've been over there two and three times, and they don't see an end in sight. this whole idea, we're going through the same argument, the light at the end of the tunnel. we did this in the '60s when i was in the service. and we finally left vietnam, tragically. but we do much better in peace with vietnam. we trade with them. they have become westernized. what we achieved in peace we couldn't achieve in war. (applause)",12/9/2007,1,2008,Republican
MODERATOR,"thank you, congressman. thank you. well, we want to talk about other topics. and we're going to talk about health. and we're going to talk with you, senator mccain. we have a lot of questions. we have hundreds of them. one of them says, ""i'm not asking for free health insurance, but i'm looking for an affordable health insurance."" that's the question: what would you do to curb the high cost of medical health care and to help those who don't have health insurance?",12/9/2007,0,2008,Republican
MCCAIN,"well, first of all, i'm glad you asked that question of the hundreds, because that's the real question. the real question is: how are we going to keep health care costs down, because we have the highest quality of health care in the world in america today? and unlike the democrats, i'm going to preserve that quality of health care, and at the same time stop the inflation and the skyrocketing costs of health care. and there's a couple of principles. one is to make the recipient of the health insurance to be much more responsible in health-care costs and how they allocate and how they choose their insurance policies. to address wellness and fitness, which is a key element of any way we're really going to reduce health-care costs in america. to give every american family a $5,000 refundable tax credit so they can go anyplace in the world -- in america to acquire the health insurance policy that best suits their needs. and, if they've got money left over, then invest it in a health savings account. ronald reagan said nobody ever washed a rental car. and that's true in health insurance. if they're responsible for it, then they will take more care of it. and we should have wellness and fitness as...",12/9/2007,1,2008,Republican
MODERATOR,"thank you, senator.",12/9/2007,0,2008,Republican
MCCAIN,"... emphasized all over america today, particularly amongst young people.",12/9/2007,1,2008,Republican
MODERATOR,"thank you. (applause) mayor giuliani, how can we curb the high cost and also offer insurance to the people who don't have it?",12/9/2007,0,2008,Republican
GIULIANI,"the very best way to do it -- and senator mccain is on the right track, but it has to be more -- more of an incentive for people to buy their own health insurance. we only have 17 million americans who buy their own health insurance. if we had 50 million or 60 million americans who were, the cost of health insurance would probably be cut in half or more than half, and a lot of people could afford it, the way this person is asking us, how can you do it. so, you give people a $15,000 for a family tax deduction, tax exemption, to buy their own health insurance. you encourage them to do it. you also give them a health savings account to up to $5,000 or $6,000, so that they can then look for deductibles in insurance. and it brings down the cost of insurance. that's one of the primary ways to do it. and then you break down the barriers where people can only buy in one state and you let them buy in any state, so that we can set up a real competition. the thing that works in america is not socialized medicine that the democrats want to bring us, not government control, not mandates, but a large consumer market where you empower people to enter that market is the only way to bring down costs and to bring up quality. (applause)",12/9/2007,1,2008,Republican
MODERATOR,"governor huckabee, you know the numbers: 47 million people don't have health insurance, including 15 million hispanic. what can be done to provide coverage for those people?",12/9/2007,0,2008,Republican
HUCKABEE,"of those 47 million, one-third don't have it because they are self-insured. another one-third don't have it because they think they're healthy and invincible. there is one-third that don't have it because they can't afford it. and then there are a lot of people who have insurance, but they're underinsured. but let me tell you, the biggest problem we have in this country is not a health care crisis, it is a health crisis. we spend $2 trillion a year on health care, and 80 percent of it goes to chronic disease, which means that what we really have to begin dealing with is turning the system right side up, because it is upside down focused on waiting until people are catastrophically ill, and then we try to rush in with the most expensive modalities possible. what we need to be doing is putting the real focus on preventing the illness in the first place. it's the difference between either putting an ambulance at the bottom of the hill or building a fence at the top. we can afford universal coverage, but not until and not even close until we first have health, rather than just focus on health coverage. let me say the last thing we need to do is to believe that michael moore's idea is good and we can all go to cuba and get health care. i don't mind shipping him down there, but the rest of us i'd like to get our care here. (applause)",12/9/2007,1,2008,Republican
MODERATOR,"governor romney, what should we do with all the millions of people who are not insured?",12/9/2007,0,2008,Republican
ROMNEY,"well, i think i'm probably the only person on the stage and the only governor that actually stopped talking about getting health care for everybody and actually got the job done. working with people across the aisle, we said: enough is enough. (applause) you know, we're up here talking about all sort of ideas about tax credits and deductions, and my program has a deduction as well. we talk about prevention and people being health. but, look, the best kind of prevention you can have in health care is to have a doctor. and if someone doesn't have a doctor, doesn't have a clinic they can go to, doesn't have health insurance to be able to provide the prescription drugs they need, you can't be healthy. and you need to have health insurance for all of our citizens. and i found a way to do that without requiring raising taxes, without a government mandate, without a government takeover. instead, i didn't want to have a -- when i said government mandate, i meant employer mandate. instead, we have personal responsibility. we allowed individuals to buy their own policies. those that couldn't afford them, we helped them buy their policies. and you know what? it cost us no more money to help people buy insurance policies that they could afford than it was costing us before, handing out free care. we republicans can get everybody insured. let's get it done. (applause)",12/9/2007,1,2008,Republican
MODERATOR,"senator thompson, what to do with the 15 million hispanics who don't have insurance?",12/9/2007,0,2008,Republican
THOMPSON,"the lower health care costs are, the more people will be insured. there's really two basic ways to lower health care costs: bigger government or more efficient markets. government could come in and say what it's going to cost everybody. and then we'd have long lines and waiting, wondering why we can't get radiation for a family member that has cancer and have to wait for months for it, and that sort of thing. we totally, i think, all reject that. i say, let's make our markets more efficient. we made a mistake in our tax code many years ago. we need to reverse that mistake so people are not so tied to their employment for their insurance. they need, through the tax code, need to have the benefit of buying their own insurance through an open market with more sources, more people offering insurance, lifting regulations to make that happen. it would be portable so people could take their insurance with them from job to job. as we know, people through a lifetime nowadays, have more jobs than they used to. i think that the markets have worked so often for us in so many different ways in this society. free people competing with each other in free and open markets bring down costs. that's the way to get there. (applause)",12/9/2007,1,2008,Republican
MODERATOR,"thank you very much. we're going to have another break, and we're going to continue with this republican forum in a minute. (commercial break) we'll continue live in univision with this presidential forum. and we're going to talk about something else. we're going to talk about education. a recent survey done for la raza national council show that nine out of 10 hispanic voters think that improved public education should be a priority for the next president of the united states. let's start with senator thompson. what should we do to improve the public schools so our children will be educated in this country from coast to coast?",12/9/2007,0,2008,Republican
THOMPSON,"first of all, i think we need to recognize where the responsibility lies. it would be easy enough for someone running for president to say: i have a several-point plan to fix our education problem. it's not going to happen. and it shouldn't happen from the oval office. we spend about 9 percent of education dollars now at the federal level. the responsibility historically and properly is at the state and local level. i think, however, we can do things that would support choice, do things that would support vouchers, do things that would support homeschooling, and recognize that we need to speak the truth. one of the advantages of being in the oval office is having a bully pulpit. and the fact of the matter is, if families would stay together, if fathers would raise their children, especially young men when they get into troublesome ages, we would solve a good part of the education problem in this country. (applause)",12/9/2007,1,2008,Republican
MODERATOR,"thank you, senator. senator mccain, how can we improve the quality of public schools in this country?",12/9/2007,0,2008,Republican
MCCAIN,"choice and competition is the key to success in education in america. that means charter schools, that means home schooling, it means vouchers, it means rewarding good teachers and finding bad teachers another line of work. it means... (applause) it means rewarding good performing schools, and it really means in some cases putting bad performing schools out of business. about three or four weeks ago, i went to a wonderful, wonderful school in the lower-income part of philadelphia. it's run by a hispanic organization called esperanza. esperanza has set up a charter school. the kids wear uniforms. it's 98 percent hispanic and 8 percent african american. their grades are phenomenal. their dropout rate is low. their parents are responsible and they're engaged. and guess what's happening? the public schools in philadelphia in the area are starting to improve as well, because of the choice and competition that is employed by the parents there. i want every american parent to have a choice, a choice as to how they want their child educated, and i guarantee you the competition will dramatically increase the level of education in america. (applause) and i applaud our former governor bush for the great job he's done on education in florida and america.",12/9/2007,1,2008,Republican
MODERATOR,"thank you. thank you, senator. governor romney, how can we improve education -- public education in this country?",12/9/2007,0,2008,Republican
ROMNEY,"well, we've got a pretty good model. if you look at my state, even before i got there, other governors and legislatures worked real hard to improve education. and they did a number of things that made a big difference. one is, they started testing our kids to see who was succeeding, making sure that failing schools were identified and then turning them around. they fought for school choice. when i became governor, i had to protect school choice because the legislature tried to stop it. and then we also fought for english immersion. we wanted our kids coming to school to learn english from the very beginning. and then we did something that was really extraordinary. we said to every kid that does well on these exams that we put in place before you can graduate from high school, we're going to give you a john and abigail adams scholarship, four years tuition-free to our state university or state colleges for all the kids that graduate in the top quarter of their class. we care about the quality of education. i want to pay better teachers more money. teachers are underpaid, but i want to evaluate our teachers and see which ones are the best and which ones are not. (applause) and let me tell how our kids are doing. every two years, we test the kids across the country, the nape exam. our kids -- my kids came out number one in english in fourth and eighth grade, number one in math. in all four tests, our kids came out number one in the nation. these principles of choice, parental involvement, encouraging high standards, scholarships for our best kids -- these turn our schools into the kind of magnets that they can be for the entire nation.",12/9/2007,1,2008,Republican
MODERATOR,"thank you, governor. (applause) we're going to continue talking about education. one our of three hispanic students don't finish high school. governor huckabee, what would you do to stop dropouts of school.",12/9/2007,0,2008,Republican
HUCKABEE,"well, first of all, the reason a lot of kids don't finish school and they drop out -- and by the way, you're right. the hispanic dropout rate is significantly higher than the general population. six thousand kids, every day, drop out of school, 6,000. you know, the only reason any of us are standing on this stage today is because we have an education. without it, we wouldn't be here. an education is empowerment. the lack of it leads us to incredible, just all kinds of obstacles in our path. and we always talk about we need more math and science, and we, and we're doing a better job. but one of the reasons we have kids failing is not because they're dumb, it's they're bored. they're bored with a curriculum that doesn't touch them. we have schools that are about perpetuating the schools, not helping the students. i propose launching weapons of mass instruction, making sure that we are launching not only the math and science... (applause) ...but music and art programs that touch the right side of the brain, and not only educate the left side of the student's brain. (applause) because without a creative economy and a creative student, you have a bored student, and that's one of the reasons we see so many of them dropping out. (applause)",12/9/2007,1,2008,Republican
MODERATOR,"mayor giuliani, dropout among hispanics, how would you solve that?",12/9/2007,0,2008,Republican
GIULIANI,"well, you know, governor huckabee reminds me of the fact that i'm the product of a catholic from the day i started in kindergarten until the day i got out of college. and it was my parents... (applause) it was my parents' choice. they made that choice for me. i wouldn't have known. they made that choice. it was hard for them to afford it. i was fortunate enough to get scholarships along the way to help. but the reality is, that's really the answer. and we're all saying it in a different way. we can revolutionize public education in this country by allowing for choice. has it ever occurred to you that we have the best higher education system in the world, and we have a weakening k-12, including for hispanic students? now, why do we have the best higher education in the world and this k-12 that's under great stress? because higher education is based on choice. it's based on you pick a college because you want to go there. the government doesn't force you to go there. we should allow parents, like my parents were able to do; we should empower them by giving them the money, giving them scholarships, giving them vouchers, let them choose a public school, a private school, a parochial school, a charter school, homeschooling. let's give the power to the parents, rather than to the government bureaucrats. and we will turn around education within three years. (applause)",12/9/2007,1,2008,Republican
MODERATOR,"congressman hunter, you know that problem of dropping out of hispanics...",12/9/2007,0,2008,Republican
HUNTER,"you know, in california there was a great teacher named jaime escalante, who taught calculus. and he taught calculus in the barrio so effectively that his kids when they took the test were accused of cheating by the school district because they scored so high. jaime escalante brought to the school system the one thing that we need throughout america, and that is inspiration, because young people are deciding what they want to do when they're in third, fourth, fifth, sixth grade. and what we're going to have to do -- and incidentally, jaime escalante ultimately left that school district and the calculus program went down because he had a run-in with the teachers union. what we have to do in this country is to take away all this old credentialing. we've got to bring in aerospace engineers and pilots and mathematicians and scientists and business-people, and we have to bring in people who can inspire kids at a young age to reach for the stars, and then convince them to work hard enough to get there. inspiration, that's how we increase our capability in education. (applause)",12/9/2007,1,2008,Republican
MODERATOR,"thank you. well, we have the last question for all of you. hispanics are the biggest minority in the united states, and by 2050, we're going to be 25 percent of the population. three months ago, i asked the same thing to the democratic candidates. what would you think would be the biggest contribution from hispanics, but we want to ask you what is the role -- what role do you think hispanics will play in the development of our nation and our society? we're going to start with governor huckabee.",12/9/2007,0,2008,Republican
